ID	LANGUAGE	FILENAME	NUMBER	FRENCH	MALAGASY	FORM
9708	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	186	mauvais	ratsy	ratsy
9709	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	187	pourri	lo	lo
9710	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	188	sale	maloto	maloto
9711	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	189	droit	mahitsy	mahitsy
9712	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	190	rond	boribory	boribory
9713	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	191	tranchant	maranitra	marangitry
9714	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	192	émoussé	dombo	dombo
9715	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	193	lisse	malama	mahitsy
9716	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	194	mouillé	mando	malamatra
9717	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	195	sec	maina	maigny
9718	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	196	juste (correct)	mety	manjary
9719	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	197	près	akaiky	marikitry
9720	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	198	loin	lavitra	lavitry
9721	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	199	droite	havanana	ankavanagna
9722	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	200	gauche	havia	ankavia
9723	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	201	à	any	agny
9724	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	202	dans	anaty	agnatiny
9725	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	203	avec	amin'ny	amin ny
9726	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	204	et	sy	ndreky
9727	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	205	si	raha	iziko
9728	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	206	parce que	satria	satria
9729	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	207	nom	anarana	agnaragna
9730	Merina (Maevatanana)	48-Merina.Maevatanana.txt	1	je	izaho	zaho
9731	Merina (Maevatanana)	48-Merina.Maevatanana.txt	2	tu	ianao	anao
9732	Merina (Maevatanana)	48-Merina.Maevatanana.txt	3	il	izy	izy
9733	Merina (Maevatanana)	48-Merina.Maevatanana.txt	4	nous	isika	atsika
9734	Merina (Maevatanana)	48-Merina.Maevatanana.txt	5	vous	ianareo	ianareo
9735	Merina (Maevatanana)	48-Merina.Maevatanana.txt	6	ils	izy ireo	izireo
9736	Merina (Maevatanana)	48-Merina.Maevatanana.txt	7	ceci	ity	ity
9737	Merina (Maevatanana)	48-Merina.Maevatanana.txt	8	cela	izany	izany
9738	Merina (Maevatanana)	48-Merina.Maevatanana.txt	9	ici	eto	eto
9739	Merina (Maevatanana)	48-Merina.Maevatanana.txt	10	là	ao	ery
9740	Merina (Maevatanana)	48-Merina.Maevatanana.txt	11	qui	iza	iza
9741	Merina (Maevatanana)	48-Merina.Maevatanana.txt	12	que (qu'est-ce que; quoi)	inona	ino
9742	Merina (Maevatanana)	48-Merina.Maevatanana.txt	13	où	aiza	aiza
9743	Merina (Maevatanana)	48-Merina.Maevatanana.txt	14	quand	oviana	ovina
9744	Merina (Maevatanana)	48-Merina.Maevatanana.txt	15	comment	ahoana	ahoana
9745	Merina (Maevatanana)	48-Merina.Maevatanana.txt	16	ne pas	tsy	aza
9746	Merina (Maevatanana)	48-Merina.Maevatanana.txt	17	tout	rehetra	jiaby
9747	Merina (Maevatanana)	48-Merina.Maevatanana.txt	18	beaucoup	betsaka	maro
9748	Merina (Maevatanana)	48-Merina.Maevatanana.txt	19	quelques	vitsivitsy	vitsy
9749	Merina (Maevatanana)	48-Merina.Maevatanana.txt	20	peu	kely	kely
9750	Merina (Maevatanana)	48-Merina.Maevatanana.txt	21	autre	hafa	hafa
9751	Merina (Maevatanana)	48-Merina.Maevatanana.txt	22	un	iray	ray
9752	Merina (Maevatanana)	48-Merina.Maevatanana.txt	23	deux	roa	roa
9753	Merina (Maevatanana)	48-Merina.Maevatanana.txt	24	trois	telo	telo
9754	Merina (Maevatanana)	48-Merina.Maevatanana.txt	25	quatre	efatra	efatra
9755	Merina (Maevatanana)	48-Merina.Maevatanana.txt	26	cinq	dimy	dimy
9756	Merina (Maevatanana)	48-Merina.Maevatanana.txt	27	grand	lehibe	ngeza
9757	Merina (Maevatanana)	48-Merina.Maevatanana.txt	28	long	lava	lava
9758	Merina (Maevatanana)	48-Merina.Maevatanana.txt	29	large	malalaka	malalaka
9759	Merina (Maevatanana)	48-Merina.Maevatanana.txt	30	épais	matevina	matevina
9760	Merina (Maevatanana)	48-Merina.Maevatanana.txt	31	lourd	mavesatra	mazefatra
9761	Merina (Maevatanana)	48-Merina.Maevatanana.txt	32	petit	kely	kely
9762	Merina (Maevatanana)	48-Merina.Maevatanana.txt	33	court	fohy	fohy
9763	Merina (Maevatanana)	48-Merina.Maevatanana.txt	34	étroit	tery	tery
9764	Merina (Maevatanana)	48-Merina.Maevatanana.txt	35	fin	manify	manify
9765	Merina (Maevatanana)	48-Merina.Maevatanana.txt	36	femme	vehivavy	vehivavy
9766	Merina (Maevatanana)	48-Merina.Maevatanana.txt	37	homme (mâle adulte)	lehilahy	lehilahy
9767	Merina (Maevatanana)	48-Merina.Maevatanana.txt	38	homme (être humain)	olona	olona
9768	Merina (Maevatanana)	48-Merina.Maevatanana.txt	39	enfant	zaza	zaza
9769	Merina (Maevatanana)	48-Merina.Maevatanana.txt	40	femme (épouse)	vady	vady
9770	Merina (Maevatanana)	48-Merina.Maevatanana.txt	41	mari	vady	vady
9771	Merina (Maevatanana)	48-Merina.Maevatanana.txt	42	mère	reny	neny
9772	Merina (Maevatanana)	48-Merina.Maevatanana.txt	43	père	ray	dada
9773	Merina (Maevatanana)	48-Merina.Maevatanana.txt	44	animal	biby	biby
9774	Merina (Maevatanana)	48-Merina.Maevatanana.txt	45	poisson	trondro	fia
9775	Merina (Maevatanana)	48-Merina.Maevatanana.txt	46	oiseau	vorona	vorona
9776	Merina (Maevatanana)	48-Merina.Maevatanana.txt	47	chien	alika	alika
9777	Merina (Maevatanana)	48-Merina.Maevatanana.txt	48	pou	hao	hao
9778	Merina (Maevatanana)	48-Merina.Maevatanana.txt	49	serpent	bibilava	bibilava
9779	Merina (Maevatanana)	48-Merina.Maevatanana.txt	50	ver	kankana	kankana
9780	Merina (Maevatanana)	48-Merina.Maevatanana.txt	51	arbre	hazo	hazo
9781	Merina (Maevatanana)	48-Merina.Maevatanana.txt	52	forêt	ala	ala
9782	Merina (Maevatanana)	48-Merina.Maevatanana.txt	53	bâton	kibay	kibay
9783	Merina (Maevatanana)	48-Merina.Maevatanana.txt	54	fruit	voankazo	voankazo
9784	Merina (Maevatanana)	48-Merina.Maevatanana.txt	55	graine	voa	voa
9785	Merina (Maevatanana)	48-Merina.Maevatanana.txt	56	feuille	ravina	ravina
9786	Merina (Maevatanana)	48-Merina.Maevatanana.txt	57	racine	faka	faka
9787	Merina (Maevatanana)	48-Merina.Maevatanana.txt	58	écorce	hodi-kazo	hodikazo
9788	Merina (Maevatanana)	48-Merina.Maevatanana.txt	59	fleur	voninkazo	felana
9789	Merina (Maevatanana)	48-Merina.Maevatanana.txt	60	herbe	ahitra	ahitra
9790	Merina (Maevatanana)	48-Merina.Maevatanana.txt	61	corde	tady	tady
9791	Merina (Maevatanana)	48-Merina.Maevatanana.txt	62	peau	hoditra	hoditra
9792	Merina (Maevatanana)	48-Merina.Maevatanana.txt	63	viande	hena	hena
9793	Merina (Maevatanana)	48-Merina.Maevatanana.txt	64	sang	ra	lio
9794	Merina (Maevatanana)	48-Merina.Maevatanana.txt	65	os	taolana	taolana
9795	Merina (Maevatanana)	48-Merina.Maevatanana.txt	66	graisse (matière)	taviny	tavina
9796	Merina (Maevatanana)	48-Merina.Maevatanana.txt	67	œuf	atody	atody
9797	Merina (Maevatanana)	48-Merina.Maevatanana.txt	68	corne	tandroka	tandroka
9798	Merina (Maevatanana)	48-Merina.Maevatanana.txt	69	queue	rambo	rambo
9799	Merina (Maevatanana)	48-Merina.Maevatanana.txt	70	plume	volom-borona	volomborona
9800	Merina (Maevatanana)	48-Merina.Maevatanana.txt	71	cheveux	volo	volo
9801	Merina (Maevatanana)	48-Merina.Maevatanana.txt	72	tête	loha	loha
9802	Merina (Maevatanana)	48-Merina.Maevatanana.txt	73	oreille	sofina	sofina
9803	Merina (Maevatanana)	48-Merina.Maevatanana.txt	74	œil	maso	maso
9804	Merina (Maevatanana)	48-Merina.Maevatanana.txt	75	nez	orona	orona
9805	Merina (Maevatanana)	48-Merina.Maevatanana.txt	76	bouche	vava	vava
9806	Merina (Maevatanana)	48-Merina.Maevatanana.txt	77	dent	nify	nify
9807	Merina (Maevatanana)	48-Merina.Maevatanana.txt	78	langue	lela	lela
9808	Merina (Maevatanana)	48-Merina.Maevatanana.txt	79	ongle	hoho	hoho
9809	Merina (Maevatanana)	48-Merina.Maevatanana.txt	80	pied	tongotra	tongotra
9810	Merina (Maevatanana)	48-Merina.Maevatanana.txt	81	jambe	ranjo	ranjo
9811	Merina (Maevatanana)	48-Merina.Maevatanana.txt	82	genou	lohalika	lohalika
9812	Merina (Maevatanana)	48-Merina.Maevatanana.txt	83	main	tanana	tanana
9813	Merina (Maevatanana)	48-Merina.Maevatanana.txt	84	aile	elatra	elatra
9814	Merina (Maevatanana)	48-Merina.Maevatanana.txt	85	ventre	kibo	kibo
9815	Merina (Maevatanana)	48-Merina.Maevatanana.txt	86	entrailles	tsinay	tsinay
9816	Merina (Maevatanana)	48-Merina.Maevatanana.txt	87	cou	vozona	vozona
9817	Merina (Maevatanana)	48-Merina.Maevatanana.txt	88	dos	lamosina	lamosina
9818	Merina (Maevatanana)	48-Merina.Maevatanana.txt	89	poitrine	tratra	tratra
9819	Merina (Maevatanana)	48-Merina.Maevatanana.txt	90	cœur	fo	fo
9820	Merina (Maevatanana)	48-Merina.Maevatanana.txt	91	foie	aty	aty
9821	Merina (Maevatanana)	48-Merina.Maevatanana.txt	92	boire	misotro	misotro
9822	Merina (Maevatanana)	48-Merina.Maevatanana.txt	93	manger	mihinana	mihinana
9823	Merina (Maevatanana)	48-Merina.Maevatanana.txt	94	mordre	manaikitra	manaikitra
9824	Merina (Maevatanana)	48-Merina.Maevatanana.txt	95	sucer	mifiaka	minono
9825	Merina (Maevatanana)	48-Merina.Maevatanana.txt	96	cracher	mandrehoka	mandrehoka
9826	Merina (Maevatanana)	48-Merina.Maevatanana.txt	97	vomir	mandoa	mandoha
9827	Merina (Maevatanana)	48-Merina.Maevatanana.txt	98	souffler	mitsoka	mitsoka
9828	Merina (Maevatanana)	48-Merina.Maevatanana.txt	99	respirer	miaina	miaina
9829	Merina (Maevatanana)	48-Merina.Maevatanana.txt	100	rire	mihomehy	mihomehy
9830	Merina (Maevatanana)	48-Merina.Maevatanana.txt	101	voir	mahita	mijery
9831	Merina (Maevatanana)	48-Merina.Maevatanana.txt	102	entendre	mihaino	mihaino
9832	Merina (Maevatanana)	48-Merina.Maevatanana.txt	103	savoir	mahay	mahay
9833	Merina (Maevatanana)	48-Merina.Maevatanana.txt	104	penser	mieritreritra	mieritreritra
9834	Merina (Maevatanana)	48-Merina.Maevatanana.txt	105	sentir (par le nez)	manimbolo	mifofona
9835	Merina (Maevatanana)	48-Merina.Maevatanana.txt	106	craindre	matahotra	manahy
9836	Merina (Maevatanana)	48-Merina.Maevatanana.txt	107	dormir	matory	matory
9837	Merina (Maevatanana)	48-Merina.Maevatanana.txt	108	vivre	velona	mivelona
9838	Merina (Maevatanana)	48-Merina.Maevatanana.txt	109	mourir	maty	maty
9839	Merina (Maevatanana)	48-Merina.Maevatanana.txt	110	tuer	mamono	mamono
9840	Merina (Maevatanana)	48-Merina.Maevatanana.txt	111	se battre	miady	miady
9841	Merina (Maevatanana)	48-Merina.Maevatanana.txt	112	chasser	mihaza	mihaza
9842	Merina (Maevatanana)	48-Merina.Maevatanana.txt	113	frapper	mikapoka	mikapoka
9843	Merina (Maevatanana)	48-Merina.Maevatanana.txt	114	couper	mandidy	manapaka
9844	Merina (Maevatanana)	48-Merina.Maevatanana.txt	115	fendre (diviser)	mamaky	mamaky
9845	Merina (Maevatanana)	48-Merina.Maevatanana.txt	116	poignarder	manatsatoka antsy	manindrona
9846	Merina (Maevatanana)	48-Merina.Maevatanana.txt	117	gratter	mikiky	mikiky
9847	Merina (Maevatanana)	48-Merina.Maevatanana.txt	118	creuser	mangady	mandavaka
9848	Merina (Maevatanana)	48-Merina.Maevatanana.txt	119	nager	milomano	milomano
9849	Merina (Maevatanana)	48-Merina.Maevatanana.txt	120	voler	manidina	manidina
9850	Merina (Maevatanana)	48-Merina.Maevatanana.txt	121	aller	mandeha	mandeha
9851	Merina (Maevatanana)	48-Merina.Maevatanana.txt	122	venir	avy	avy
9852	Merina (Maevatanana)	48-Merina.Maevatanana.txt	123	être couche	mandry	mandry
9853	Merina (Maevatanana)	48-Merina.Maevatanana.txt	124	être assis	mipetraka	mipetraka
9854	Merina (Maevatanana)	48-Merina.Maevatanana.txt	125	être debout	mitsangana	mitsangana
9855	Merina (Maevatanana)	48-Merina.Maevatanana.txt	126	tourner	mihodina	mihodina
9856	Merina (Maevatanana)	48-Merina.Maevatanana.txt	127	tomber	mianjera	mianjera
9857	Merina (Maevatanana)	48-Merina.Maevatanana.txt	128	donner	manome	manome
9858	Merina (Maevatanana)	48-Merina.Maevatanana.txt	129	tenir	mitantana	mitazona
9859	Merina (Maevatanana)	48-Merina.Maevatanana.txt	130	presser (comme un citron)	manery	mipotsitra
9860	Merina (Maevatanana)	48-Merina.Maevatanana.txt	131	frotter	manakasoka	manakasoka
9861	Merina (Maevatanana)	48-Merina.Maevatanana.txt	132	laver	manasa	manasa
9862	Merina (Maevatanana)	48-Merina.Maevatanana.txt	133	essuyer	mamafa	mamafa
9863	Merina (Maevatanana)	48-Merina.Maevatanana.txt	134	tirer	mitifitra	mitifitra
9864	Merina (Maevatanana)	48-Merina.Maevatanana.txt	135	pousser	manosika	manosika
9865	Merina (Maevatanana)	48-Merina.Maevatanana.txt	136	jeter (lancer)	manoraka	mitoraka
9866	Merina (Maevatanana)	48-Merina.Maevatanana.txt	137	lier	mamehy	mamatotra
9867	Merina (Maevatanana)	48-Merina.Maevatanana.txt	138	coudre	manjaitra	manjaitra
9868	Merina (Maevatanana)	48-Merina.Maevatanana.txt	139	compter	manisa	manisa
9869	Merina (Maevatanana)	48-Merina.Maevatanana.txt	140	dire	milaza	miteny
9870	Merina (Maevatanana)	48-Merina.Maevatanana.txt	141	chanter	mihira	mihira
9871	Merina (Maevatanana)	48-Merina.Maevatanana.txt	142	jouer	milalao	milalao
9872	Merina (Maevatanana)	48-Merina.Maevatanana.txt	143	flotter	mitsinkafona	mitsinkafona
9873	Merina (Maevatanana)	48-Merina.Maevatanana.txt	144	couler	mikoriana	mikoriana
9874	Merina (Maevatanana)	48-Merina.Maevatanana.txt	145	geler	mandry	mandry
9875	Merina (Maevatanana)	48-Merina.Maevatanana.txt	146	gonfler	mibontsina	mibontsina
9876	Merina (Maevatanana)	48-Merina.Maevatanana.txt	147	soleil	masoandro	masoandro
9877	Merina (Maevatanana)	48-Merina.Maevatanana.txt	148	lune	volana	volana
9878	Merina (Maevatanana)	48-Merina.Maevatanana.txt	149	étoile	kintana	kintana
9879	Merina (Maevatanana)	48-Merina.Maevatanana.txt	150	eau	rano	rano
9880	Merina (Maevatanana)	48-Merina.Maevatanana.txt	151	pluie	orana	orana
9881	Merina (Maevatanana)	48-Merina.Maevatanana.txt	152	rivière	renirano	renirano
9882	Merina (Maevatanana)	48-Merina.Maevatanana.txt	153	lac	farihy	mantsabory
9883	Merina (Maevatanana)	48-Merina.Maevatanana.txt	154	mer	ranomasina	ranomasina
9884	Merina (Maevatanana)	48-Merina.Maevatanana.txt	155	sel	sira	sira
9885	Merina (Maevatanana)	48-Merina.Maevatanana.txt	156	pierre	vato	vato
9886	Merina (Maevatanana)	48-Merina.Maevatanana.txt	157	sable	fasika	fasika
9887	Merina (Maevatanana)	48-Merina.Maevatanana.txt	158	poussière	vovoka	vovoka
9888	Merina (Maevatanana)	48-Merina.Maevatanana.txt	159	terre	tany	tany
9889	Merina (Maevatanana)	48-Merina.Maevatanana.txt	160	nuage	rahona	rahona
9890	Merina (Maevatanana)	48-Merina.Maevatanana.txt	161	brouillard	zavona	zavona
9891	Merina (Maevatanana)	48-Merina.Maevatanana.txt	162	ciel	lanitra	lanitra
9892	Merina (Maevatanana)	48-Merina.Maevatanana.txt	163	vent	rivotra	rivotra
9893	Merina (Maevatanana)	48-Merina.Maevatanana.txt	164	neige	ranomandry	ranomandry
9894	Merina (Maevatanana)	48-Merina.Maevatanana.txt	165	glace	ranomandry	vongandrano
9895	Merina (Maevatanana)	48-Merina.Maevatanana.txt	166	fumée	setroka	setroka
9896	Merina (Maevatanana)	48-Merina.Maevatanana.txt	167	feu	afo	afo
9897	Merina (Maevatanana)	48-Merina.Maevatanana.txt	168	cendre	lavenona	lavenona
9898	Merina (Maevatanana)	48-Merina.Maevatanana.txt	169	brûler	mandoro	mandoro
9899	Merina (Maevatanana)	48-Merina.Maevatanana.txt	170	route	lalana	lalana
9900	Merina (Maevatanana)	48-Merina.Maevatanana.txt	171	montagne	tendrombohitra	tendrombohitra
9901	Merina (Maevatanana)	48-Merina.Maevatanana.txt	172	rouge	mena	mena
9902	Merina (Maevatanana)	48-Merina.Maevatanana.txt	173	vert	maitso	maitso
9903	Merina (Maevatanana)	48-Merina.Maevatanana.txt	174	jaune	mavo	mavo
9904	Merina (Maevatanana)	48-Merina.Maevatanana.txt	175	blanc	fotsy	fotsy
9905	Merina (Maevatanana)	48-Merina.Maevatanana.txt	176	noir	mainty	mainty
9906	Merina (Maevatanana)	48-Merina.Maevatanana.txt	177	nuit	alina	alina
9907	Merina (Maevatanana)	48-Merina.Maevatanana.txt	178	jour	andro	mantsana
9908	Merina (Maevatanana)	48-Merina.Maevatanana.txt	179	an (année)	taona	taona
9909	Merina (Maevatanana)	48-Merina.Maevatanana.txt	180	chaud	mafana	mafana
9910	Merina (Maevatanana)	48-Merina.Maevatanana.txt	181	froid	mangatsiaka	manintsy
9911	Merina (Maevatanana)	48-Merina.Maevatanana.txt	182	plein	feno	feno
9912	Merina (Maevatanana)	48-Merina.Maevatanana.txt	183	nouveau	vaovao	vaovao
9913	Merina (Maevatanana)	48-Merina.Maevatanana.txt	184	vieux	antitra	matoy
9914	Merina (Maevatanana)	48-Merina.Maevatanana.txt	185	bon	tsara	tsara
9915	Merina (Maevatanana)	48-Merina.Maevatanana.txt	186	mauvais	ratsy	ratsy
9916	Merina (Maevatanana)	48-Merina.Maevatanana.txt	187	pourri	lo	lo
9917	Merina (Maevatanana)	48-Merina.Maevatanana.txt	188	sale	maloto	maloto
9918	Merina (Maevatanana)	48-Merina.Maevatanana.txt	189	droit	mahitsy	mahitsy
9919	Merina (Maevatanana)	48-Merina.Maevatanana.txt	190	rond	boribory	boribory
9920	Merina (Maevatanana)	48-Merina.Maevatanana.txt	191	tranchant	maranitra	maranitra
9921	Merina (Maevatanana)	48-Merina.Maevatanana.txt	192	émoussé	dombo	dombo
9922	Merina (Maevatanana)	48-Merina.Maevatanana.txt	193	lisse	malama	malama
9923	Merina (Maevatanana)	48-Merina.Maevatanana.txt	194	mouillé	mando	mando
9924	Merina (Maevatanana)	48-Merina.Maevatanana.txt	195	sec	maina	maina
9925	Merina (Maevatanana)	48-Merina.Maevatanana.txt	196	juste (correct)	mety	mety
9926	Merina (Maevatanana)	48-Merina.Maevatanana.txt	197	près	akaiky	akaiky
9927	Merina (Maevatanana)	48-Merina.Maevatanana.txt	198	loin	lavitra	lavitra
9928	Merina (Maevatanana)	48-Merina.Maevatanana.txt	199	droite	havanana	havanana
9929	Merina (Maevatanana)	48-Merina.Maevatanana.txt	200	gauche	havia	havia
9930	Merina (Maevatanana)	48-Merina.Maevatanana.txt	201	à	any	any
9931	Merina (Maevatanana)	48-Merina.Maevatanana.txt	202	dans	anaty	anaty
9932	Merina (Maevatanana)	48-Merina.Maevatanana.txt	203	avec	amin'ny	miaraka
9933	Merina (Maevatanana)	48-Merina.Maevatanana.txt	204	et	sy	ary
9934	Merina (Maevatanana)	48-Merina.Maevatanana.txt	205	si	raha	raha
9935	Merina (Maevatanana)	48-Merina.Maevatanana.txt	206	parce que	satria	satria
9936	Merina (Maevatanana)	48-Merina.Maevatanana.txt	207	nom	anarana	anarana
9937	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	1	je	izaho	zao
9938	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	2	tu	ianao	iha
9939	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	3	il	izy	i
9940	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	4	nous	isika	tsika
9941	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	5	vous	ianareo	nareo
9942	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	6	ils	izy ireo	reo
9943	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	7	ceci	ity	ty
9944	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	8	cela	izany	zay
9945	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	9	ici	eto	eto
9946	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	10	là	ao	ery
9947	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	11	qui	iza	ia
9948	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	12	que (qu'est-ce que; quoi)	inona	ino
9949	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	13	où	aiza	aia
9950	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	14	quand	oviana	ombia
9951	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	15	comment	ahoana	manakory
9952	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	16	ne pas	tsy	ka
9953	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	17	tout	rehetra	iaby
9954	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	18	beaucoup	betsaka	maro
9955	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	19	quelques	vitsivitsy	kely
9956	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	20	peu	kely	kely
9957	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	21	autre	hafa	hafa
9958	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	22	un	iray	raiky
9959	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	23	deux	roa	roy
9960	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	24	trois	telo	telo
9961	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	25	quatre	efatra	efatry
9962	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	26	cinq	dimy	dimy
9963	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	27	grand	lehibe	maventy
9964	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	28	long	lava	lava
9965	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	29	large	malalaka	malalaky
9966	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	30	épais	matevina	matevy
9967	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	31	lourd	mavesatra	mavesatry
9968	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	32	petit	kely	kely
9969	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	33	court	fohy	fohy
9970	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	34	étroit	tery	tsihomby
9971	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	35	fin	manify	matify
9972	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	36	femme	vehivavy	ampela
9973	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	37	homme (mâle adulte)	lehilahy	lelahy
9974	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	38	homme (être humain)	olona	olo
9975	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	39	enfant	zaza	zaza
9976	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	40	femme (épouse)	vady	vady
9977	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	41	mari	vady	vady
9978	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	42	mère	reny	neny
9979	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	43	père	ray	baba
9980	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	44	animal	biby	biby
9981	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	45	poisson	trondro	fia
9982	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	46	oiseau	vorona	voro
9983	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	47	chien	alika	amboa
9984	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	48	pou	hao	hao
9985	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	49	serpent	bibilava	bibilava
9986	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	50	ver	kankana	hanka
9987	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	51	arbre	hazo	hazo
9988	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	52	forêt	ala	ala
9989	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	53	bâton	kibay	kobay
9990	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	54	fruit	voankazo	vihinkazo
9991	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	55	graine	voa	vihy
9992	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	56	feuille	ravina	ravy
9993	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	57	racine	faka	vaha
9994	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	58	écorce	hodi-kazo	holikazo
9995	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	59	fleur	voninkazo	flera
9996	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	60	herbe	ahitra	akata
9997	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	61	corde	tady	taly
9998	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	62	peau	hoditra	hoditry
9999	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	63	viande	hena	hena
10000	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	64	sang	ra	lio
10001	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	65	os	taolana	tola
10002	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	66	graisse (matière)	taviny	jabora
10003	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	67	œuf	atody	atoly
10004	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	68	corne	tandroka	tandroky
10005	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	69	queue	rambo	rambo
10006	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	70	plume	volom-borona	volomboro
10007	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	71	cheveux	volo	volo
10008	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	72	tête	loha	loha
10009	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	73	oreille	sofina	sofy
10010	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	74	œil	maso	maso
10011	Sakalava (Besalampy)	49-Sakalava.Besalampy.txt	75	nez	orona	oro
